Serial_number:
1025413
Project ID:
3
Location:
Greenough Testing
Level
UNIT: ft
Offset: 0.000000 ft
Altitude: 0.000000 ft
Density: 1.000000 kg/L
Temperature
UNIT: Deg C
Date,Time,ms,Level,Temperature
4/11/2018,03:37:01 pm,500,-1.2974,7.508
4/11/2018,03:37:02 pm,0,-1.3020,7.518
4/11/2018,03:37:02 pm,500,-1.3015,7.526
4/11/2018,03:37:03 pm,0,-1.3019,7.535
4/11/2018,03:37:03 pm,500,-1.3051,7.544
4/11/2018,03:37:04 pm,0,-1.3055,7.552
4/11/2018,03:37:04 pm,500,-1.3043,7.561
4/11/2018,03:37:05 pm,0,-1.3068,7.569
4/11/2018,03:37:05 pm,500,-1.3018,7.579
4/11/2018,03:37:06 pm,0,-1.3040,7.587
4/11/2018,03:37:06 pm,500,-1.3084,7.595
4/11/2018,03:37:07 pm,0,-1.3096,7.603
4/11/2018,03:37:07 pm,500,-1.3088,7.611
4/11/2018,03:37:08 pm,0,-1.3090,7.620
4/11/2018,03:37:08 pm,500,-1.3066,7.628
4/11/2018,03:37:09 pm,0,-1.3072,7.636
4/11/2018,03:37:09 pm,500,-1.3051,7.644
4/11/2018,03:37:10 pm,0,-1.3046,7.652
4/11/2018,03:37:10 pm,500,-1.2978,7.660
4/11/2018,03:37:11 pm,0,-1.3020,7.667
4/11/2018,03:37:11 pm,500,-1.3015,7.675
4/11/2018,03:37:12 pm,0,-1.3014,7.682
4/11/2018,03:37:12 pm,500,-1.3051,7.689
4/11/2018,03:37:13 pm,0,-1.3056,7.697
4/11/2018,03:37:13 pm,500,-1.2981,7.704
4/11/2018,03:37:14 pm,0,-1.2978,7.711
4/11/2018,03:37:14 pm,500,-1.2975,7.718
4/11/2018,03:37:15 pm,0,-1.2968,7.725
4/11/2018,03:37:15 pm,500,-1.2997,7.732
4/11/2018,03:37:16 pm,0,-1.2983,7.739
4/11/2018,03:37:16 pm,500,-1.2984,7.746
4/11/2018,03:37:17 pm,0,-1.2969,7.752
4/11/2018,03:37:17 pm,500,-1.2955,7.760
4/11/2018,03:37:18 pm,0,-1.2975,7.766
4/11/2018,03:37:18 pm,500,-1.2956,7.773
4/11/2018,03:37:19 pm,0,-1.2975,7.779
4/11/2018,03:37:19 pm,500,-1.2975,7.786
4/11/2018,03:37:20 pm,0,-1.2969,7.792
4/11/2018,03:37:20 pm,500,-1.2981,7.798
4/11/2018,03:37:21 pm,0,-1.2982,7.805
4/11/2018,03:37:21 pm,500,-1.2983,7.812
4/11/2018,03:37:22 pm,0,-1.2976,7.818
4/11/2018,03:37:22 pm,500,-1.2973,7.824
4/11/2018,03:37:23 pm,0,-1.2963,7.830
4/11/2018,03:37:23 pm,500,-1.2954,7.838
4/11/2018,03:37:24 pm,0,-1.2973,7.843
4/11/2018,03:37:24 pm,500,-1.3020,7.848
4/11/2018,03:37:25 pm,0,-1.2978,7.855
4/11/2018,03:37:25 pm,500,-1.2974,7.862
4/11/2018,03:37:26 pm,0,-1.2975,7.867
4/11/2018,03:37:26 pm,500,-1.2963,7.874
4/11/2018,03:37:27 pm,0,-1.3000,7.881
4/11/2018,03:37:27 pm,500,-1.2981,7.889
4/11/2018,03:37:28 pm,0,-1.3029,7.895
4/11/2018,03:37:28 pm,500,-1.3054,7.901
4/11/2018,03:37:29 pm,0,-1.3031,7.907
4/11/2018,03:37:29 pm,500,-1.3039,7.915
4/11/2018,03:37:30 pm,0,-1.3039,7.921
4/11/2018,03:37:30 pm,500,-1.3046,7.928
4/11/2018,03:37:31 pm,0,-1.2986,7.935
4/11/2018,03:37:31 pm,500,-1.2929,7.940
4/11/2018,03:37:32 pm,0,-1.2887,7.946
4/11/2018,03:37:32 pm,500,-1.2942,7.954
4/11/2018,03:37:33 pm,0,-1.2951,7.959
4/11/2018,03:37:33 pm,500,-1.2965,7.966
4/11/2018,03:37:34 pm,0,-1.2975,7.972
4/11/2018,03:37:34 pm,500,-1.2998,7.980
4/11/2018,03:37:35 pm,0,-1.2998,7.986
4/11/2018,03:37:35 pm,500,-1.2988,7.990
4/11/2018,03:37:36 pm,0,-1.2994,7.997
4/11/2018,03:37:36 pm,500,-1.3003,8.005
4/11/2018,03:37:37 pm,0,-1.2997,8.008
4/11/2018,03:37:37 pm,500,-1.2965,8.016
4/11/2018,03:37:38 pm,0,-1.2969,8.023
4/11/2018,03:37:38 pm,500,-1.2957,8.028
4/11/2018,03:37:39 pm,0,-1.2951,8.034
4/11/2018,03:37:39 pm,500,-1.2965,8.039
4/11/2018,03:37:40 pm,0,-1.2969,8.047
4/11/2018,03:37:40 pm,500,-1.2939,8.050
4/11/2018,03:37:41 pm,0,-1.2959,8.059
4/11/2018,03:37:41 pm,500,-1.2941,8.062
4/11/2018,03:37:42 pm,0,-1.2962,8.071
4/11/2018,03:37:42 pm,500,-1.2946,8.076
4/11/2018,03:37:43 pm,0,-1.2973,8.082
4/11/2018,03:37:43 pm,500,-1.2976,8.084
4/11/2018,03:37:44 pm,0,-1.2953,8.092
4/11/2018,03:37:44 pm,500,-1.2935,8.099
4/11/2018,03:37:45 pm,0,-1.2963,8.105
4/11/2018,03:37:45 pm,500,-1.2956,8.106
4/11/2018,03:37:46 pm,0,-1.2934,8.114
4/11/2018,03:37:46 pm,500,-1.2936,8.120
4/11/2018,03:37:47 pm,0,-1.2938,8.126
4/11/2018,03:37:47 pm,500,-1.2942,8.129
4/11/2018,03:37:48 pm,0,-1.2919,8.135
4/11/2018,03:37:48 pm,500,-1.2907,8.141
4/11/2018,03:37:49 pm,0,-1.2943,8.146
4/11/2018,03:37:49 pm,500,-1.2916,8.152
4/11/2018,03:37:50 pm,0,-1.2945,8.155
4/11/2018,03:37:50 pm,500,-1.2949,8.161
4/11/2018,03:37:51 pm,0,-1.2937,8.167
4/11/2018,03:37:51 pm,500,-1.2917,8.172
4/11/2018,03:37:52 pm,0,-1.2928,8.173
4/11/2018,03:37:52 pm,500,-1.2930,8.181
4/11/2018,03:37:53 pm,0,-1.2912,8.186
4/11/2018,03:37:53 pm,500,-1.2923,8.190
4/11/2018,03:37:54 pm,0,-1.2893,8.195
4/11/2018,03:37:54 pm,500,-1.2922,8.200
4/11/2018,03:37:55 pm,0,-1.2894,8.202
4/11/2018,03:37:55 pm,500,-1.2899,8.208
4/11/2018,03:37:56 pm,0,-1.2892,8.213
4/11/2018,03:37:56 pm,500,-1.2885,8.218
4/11/2018,03:37:57 pm,0,-1.2905,8.224
4/11/2018,03:37:57 pm,500,-1.2885,8.228
4/11/2018,03:37:58 pm,0,-1.2892,8.232
4/11/2018,03:37:58 pm,500,-1.2890,8.238
4/11/2018,03:37:59 pm,0,-1.2895,8.240
4/11/2018,03:37:59 pm,500,-1.2888,8.245
4/11/2018,03:38:00 pm,0,-1.2881,8.249
4/11/2018,03:38:00 pm,500,-1.2895,8.252
4/11/2018,03:38:01 pm,0,-1.2885,8.259
4/11/2018,03:38:01 pm,500,-1.2879,8.263
4/11/2018,03:38:02 pm,0,-1.2877,8.268
4/11/2018,03:38:02 pm,500,-1.2885,8.271
4/11/2018,03:38:03 pm,0,-1.2874,8.276
4/11/2018,03:38:03 pm,500,-1.2847,8.279
4/11/2018,03:38:04 pm,0,-1.2818,8.283
4/11/2018,03:38:04 pm,500,-1.2889,8.288
4/11/2018,03:38:05 pm,0,-1.2899,8.292
4/11/2018,03:38:05 pm,500,-1.2879,8.296
4/11/2018,03:38:06 pm,0,-1.2877,8.301
4/11/2018,03:38:06 pm,500,-1.2894,8.304
4/11/2018,03:38:07 pm,0,-1.2882,8.308
4/11/2018,03:38:07 pm,500,-1.2867,8.312
4/11/2018,03:38:08 pm,0,-1.2871,8.317
4/11/2018,03:38:08 pm,500,-1.2911,8.320
4/11/2018,03:38:09 pm,0,-1.2913,8.324
4/11/2018,03:38:09 pm,500,-1.2874,8.327
4/11/2018,03:38:10 pm,0,-1.2862,8.331
4/11/2018,03:38:10 pm,500,-1.2841,8.336
4/11/2018,03:38:11 pm,0,-1.3101,8.339
4/11/2018,03:38:11 pm,500,-1.2980,8.343
4/11/2018,03:38:12 pm,0,-1.2996,8.348
4/11/2018,03:38:12 pm,500,-1.2909,8.351
4/11/2018,03:38:13 pm,0,-1.2913,8.356
4/11/2018,03:38:13 pm,500,-1.2910,8.360
4/11/2018,03:38:14 pm,0,-1.2890,8.363
4/11/2018,03:38:14 pm,500,-1.2874,8.367
4/11/2018,03:38:15 pm,0,-1.2816,8.372
4/11/2018,03:38:15 pm,500,-1.2847,8.375
4/11/2018,03:38:16 pm,0,-1.2821,8.379
4/11/2018,03:38:16 pm,500,-1.2872,8.384
4/11/2018,03:38:17 pm,0,-1.2853,8.387
4/11/2018,03:38:17 pm,500,-1.2830,8.391
4/11/2018,03:38:18 pm,0,-1.2813,8.395
4/11/2018,03:38:18 pm,500,-1.2834,8.398
4/11/2018,03:38:19 pm,0,-1.2801,8.402
4/11/2018,03:38:19 pm,500,-1.2787,8.405
4/11/2018,03:38:20 pm,0,-1.2788,8.408
4/11/2018,03:38:20 pm,500,-1.2670,8.411
4/11/2018,03:38:21 pm,0,-1.1420,8.414
4/11/2018,03:38:21 pm,500,-0.4442,8.417
4/11/2018,03:38:22 pm,0,0.2351,8.419
4/11/2018,03:38:22 pm,500,0.9622,8.420
4/11/2018,03:38:23 pm,0,1.6294,8.420
4/11/2018,03:38:23 pm,500,2.0340,8.417
4/11/2018,03:38:24 pm,0,2.6427,8.414
4/11/2018,03:38:24 pm,500,3.4731,8.407
4/11/2018,03:38:25 pm,0,4.0722,8.399
4/11/2018,03:38:25 pm,500,5.5962,8.390
4/11/2018,03:38:26 pm,0,6.6097,8.380
4/11/2018,03:38:26 pm,500,6.1151,8.368
4/11/2018,03:38:27 pm,0,5.7933,8.356
4/11/2018,03:38:27 pm,500,5.4911,8.343
4/11/2018,03:38:28 pm,0,5.4378,8.329
4/11/2018,03:38:28 pm,500,5.4154,8.314
4/11/2018,03:38:29 pm,0,5.4433,8.299
4/11/2018,03:38:29 pm,500,5.5867,8.283
4/11/2018,03:38:30 pm,0,6.6170,8.268
4/11/2018,03:38:30 pm,500,6.5168,8.251
4/11/2018,03:38:31 pm,0,6.6384,8.234
4/11/2018,03:38:31 pm,500,6.5420,8.218
4/11/2018,03:38:32 pm,0,6.2001,8.200
4/11/2018,03:38:32 pm,500,6.1962,8.183
4/11/2018,03:38:33 pm,0,6.2122,8.167
4/11/2018,03:38:33 pm,500,6.1709,8.149
4/11/2018,03:38:34 pm,0,6.1127,8.131
4/11/2018,03:38:34 pm,500,6.1498,8.113
4/11/2018,03:38:35 pm,0,6.1826,8.095
4/11/2018,03:38:35 pm,500,6.1997,8.077
4/11/2018,03:38:36 pm,0,6.2629,8.059
4/11/2018,03:38:36 pm,500,6.2169,8.041
4/11/2018,03:38:37 pm,0,6.2838,8.022
4/11/2018,03:38:37 pm,500,6.3311,8.003
4/11/2018,03:38:38 pm,0,6.3516,7.986
4/11/2018,03:38:38 pm,500,6.3389,7.967
4/11/2018,03:38:39 pm,0,6.3216,7.949
4/11/2018,03:38:39 pm,500,6.2904,7.930
4/11/2018,03:38:40 pm,0,6.2194,7.912
4/11/2018,03:38:40 pm,500,6.1383,7.893
4/11/2018,03:38:41 pm,0,6.0875,7.874
4/11/2018,03:38:41 pm,500,6.0521,7.855
4/11/2018,03:38:42 pm,0,6.0591,7.836
4/11/2018,03:38:42 pm,500,6.1650,7.818
4/11/2018,03:38:43 pm,0,6.2096,7.799
4/11/2018,03:38:43 pm,500,6.1683,7.780
4/11/2018,03:38:44 pm,0,6.0867,7.761
4/11/2018,03:38:44 pm,500,6.0946,7.742
4/11/2018,03:38:45 pm,0,6.0551,7.723
4/11/2018,03:38:45 pm,500,6.0557,7.706
4/11/2018,03:38:46 pm,0,6.0338,7.686
4/11/2018,03:38:46 pm,500,5.9996,7.667
4/11/2018,03:38:47 pm,0,5.9997,7.648
4/11/2018,03:38:47 pm,500,5.9612,7.629
4/11/2018,03:38:48 pm,0,5.8891,7.609
4/11/2018,03:38:48 pm,500,5.9083,7.592
4/11/2018,03:38:49 pm,0,5.8756,7.573
4/11/2018,03:38:49 pm,500,5.8788,7.553
4/11/2018,03:38:50 pm,0,5.8879,7.535
4/11/2018,03:38:50 pm,500,5.8910,7.517
4/11/2018,03:38:51 pm,0,5.8671,7.499
4/11/2018,03:38:51 pm,500,5.8461,7.480
4/11/2018,03:38:52 pm,0,5.8411,7.459
4/11/2018,03:38:52 pm,500,5.8549,7.441
4/11/2018,03:38:53 pm,0,5.9204,7.424
4/11/2018,03:38:53 pm,500,5.9281,7.403
4/11/2018,03:38:54 pm,0,5.9032,7.387
4/11/2018,03:38:54 pm,500,5.8490,7.368
4/11/2018,03:38:55 pm,0,5.8422,7.349
4/11/2018,03:38:55 pm,500,5.8302,7.332
4/11/2018,03:38:56 pm,0,5.8124,7.313
4/11/2018,03:38:56 pm,500,5.8164,7.294
4/11/2018,03:38:57 pm,0,5.8144,7.277
4/11/2018,03:38:57 pm,500,5.7908,7.258
4/11/2018,03:38:58 pm,0,5.7888,7.240
4/11/2018,03:38:58 pm,500,5.7907,7.220
4/11/2018,03:38:59 pm,0,5.7935,7.203
4/11/2018,03:38:59 pm,500,5.7969,7.184
4/11/2018,03:39:00 pm,0,5.7918,7.167
4/11/2018,03:39:00 pm,500,5.7899,7.148
4/11/2018,03:39:01 pm,0,5.7899,7.133
4/11/2018,03:39:01 pm,500,5.7904,7.113
4/11/2018,03:39:02 pm,0,5.7925,7.096
4/11/2018,03:39:02 pm,500,5.7997,7.078
4/11/2018,03:39:03 pm,0,5.8025,7.060
4/11/2018,03:39:03 pm,500,5.8029,7.043
4/11/2018,03:39:04 pm,0,5.8108,7.026
4/11/2018,03:39:04 pm,500,5.8239,7.008
4/11/2018,03:39:05 pm,0,5.9009,6.990
4/11/2018,03:39:05 pm,500,5.8942,6.974
4/11/2018,03:39:06 pm,0,5.9261,6.956
4/11/2018,03:39:06 pm,500,5.8990,6.939
4/11/2018,03:39:07 pm,0,5.8710,6.922
4/11/2018,03:39:07 pm,500,5.8794,6.905
4/11/2018,03:39:08 pm,0,5.7901,6.888
4/11/2018,03:39:08 pm,500,5.8048,6.871
4/11/2018,03:39:09 pm,0,5.6698,6.854
4/11/2018,03:39:09 pm,500,5.7287,6.838
4/11/2018,03:39:10 pm,0,5.5602,6.820
4/11/2018,03:39:10 pm,500,5.5464,6.804
4/11/2018,03:39:11 pm,0,5.6781,6.788
4/11/2018,03:39:11 pm,500,5.7972,6.771
4/11/2018,03:39:12 pm,0,5.9151,6.755
4/11/2018,03:39:12 pm,500,5.8830,6.738
4/11/2018,03:39:13 pm,0,5.8854,6.720
4/11/2018,03:39:13 pm,500,5.8887,6.705
4/11/2018,03:39:14 pm,0,5.9094,6.689
4/11/2018,03:39:14 pm,500,5.8956,6.670
4/11/2018,03:39:15 pm,0,5.9128,6.655
4/11/2018,03:39:15 pm,500,5.9492,6.640
4/11/2018,03:39:16 pm,0,5.9630,6.623
4/11/2018,03:39:16 pm,500,5.9612,6.606
4/11/2018,03:39:17 pm,0,5.9716,6.590
4/11/2018,03:39:17 pm,500,5.9770,6.575
4/11/2018,03:39:18 pm,0,5.9312,6.560
4/11/2018,03:39:18 pm,500,5.9296,6.544
4/11/2018,03:39:19 pm,0,5.9283,6.527
4/11/2018,03:39:19 pm,500,5.9487,6.512
4/11/2018,03:39:20 pm,0,5.9639,6.498
4/11/2018,03:39:20 pm,500,6.1283,6.481
4/11/2018,03:39:21 pm,0,6.5832,6.467
4/11/2018,03:39:21 pm,500,6.6694,6.452
4/11/2018,03:39:22 pm,0,6.6528,6.436
4/11/2018,03:39:22 pm,500,6.6478,6.420
4/11/2018,03:39:23 pm,0,6.6497,6.406
4/11/2018,03:39:23 pm,500,6.6451,6.392
4/11/2018,03:39:24 pm,0,6.6449,6.377
4/11/2018,03:39:24 pm,500,6.6534,6.360
4/11/2018,03:39:25 pm,0,6.6634,6.347
4/11/2018,03:39:25 pm,500,6.6595,6.332
4/11/2018,03:39:26 pm,0,6.6552,6.318
4/11/2018,03:39:26 pm,500,6.6503,6.303
4/11/2018,03:39:27 pm,0,6.6507,6.289
4/11/2018,03:39:27 pm,500,6.6489,6.274
4/11/2018,03:39:28 pm,0,6.6470,6.260
4/11/2018,03:39:28 pm,500,6.6453,6.246
4/11/2018,03:39:29 pm,0,6.6458,6.232
4/11/2018,03:39:29 pm,500,6.6452,6.217
4/11/2018,03:39:30 pm,0,6.6426,6.203
4/11/2018,03:39:30 pm,500,6.6416,6.190
4/11/2018,03:39:31 pm,0,6.6108,6.176
4/11/2018,03:39:31 pm,500,6.4835,6.162
4/11/2018,03:39:32 pm,0,6.4675,6.147
4/11/2018,03:39:32 pm,500,6.4309,6.135
4/11/2018,03:39:33 pm,0,6.4263,6.121
4/11/2018,03:39:33 pm,500,6.4246,6.108
4/11/2018,03:39:34 pm,0,6.4259,6.095
4/11/2018,03:39:34 pm,500,6.4226,6.082
4/11/2018,03:39:35 pm,0,6.4249,6.068
4/11/2018,03:39:35 pm,500,6.4243,6.056
4/11/2018,03:39:36 pm,0,6.4239,6.043
4/11/2018,03:39:36 pm,500,6.4324,6.030
4/11/2018,03:39:37 pm,0,6.4452,6.017
4/11/2018,03:39:37 pm,500,6.4462,6.004
4/11/2018,03:39:38 pm,0,6.4462,5.991
4/11/2018,03:39:38 pm,500,6.4451,5.979
4/11/2018,03:39:39 pm,0,6.4481,5.967
4/11/2018,03:39:39 pm,500,6.4466,5.955
4/11/2018,03:39:40 pm,0,6.4429,5.942
4/11/2018,03:39:40 pm,500,6.4505,5.930
4/11/2018,03:39:41 pm,0,6.4509,5.918
4/11/2018,03:39:41 pm,500,6.4991,5.906
4/11/2018,03:39:42 pm,0,6.5253,5.893
4/11/2018,03:39:42 pm,500,6.5247,5.882
4/11/2018,03:39:43 pm,0,6.5253,5.870
4/11/2018,03:39:43 pm,500,6.5465,5.858
4/11/2018,03:39:44 pm,0,6.5765,5.848
4/11/2018,03:39:44 pm,500,6.6271,5.834
4/11/2018,03:39:45 pm,0,6.6209,5.824
4/11/2018,03:39:45 pm,500,6.6111,5.813
4/11/2018,03:39:46 pm,0,6.5621,5.801
4/11/2018,03:39:46 pm,500,6.5558,5.791
4/11/2018,03:39:47 pm,0,6.5537,5.779
4/11/2018,03:39:47 pm,500,6.5533,5.769
4/11/2018,03:39:48 pm,0,6.5513,5.758
4/11/2018,03:39:48 pm,500,6.5478,5.746
4/11/2018,03:39:49 pm,0,6.5474,5.736
4/11/2018,03:39:49 pm,500,6.5434,5.725
4/11/2018,03:39:50 pm,0,6.5474,5.715
4/11/2018,03:39:50 pm,500,6.5639,5.704
4/11/2018,03:39:51 pm,0,6.5553,5.692
4/11/2018,03:39:51 pm,500,6.5565,5.683
4/11/2018,03:39:52 pm,0,6.6201,5.672
4/11/2018,03:39:52 pm,500,6.6213,5.662
4/11/2018,03:39:53 pm,0,6.6191,5.651
4/11/2018,03:39:53 pm,500,6.6178,5.640
4/11/2018,03:39:54 pm,0,6.6178,5.632
4/11/2018,03:39:54 pm,500,6.6172,5.623
4/11/2018,03:39:55 pm,0,6.6165,5.611
4/11/2018,03:39:55 pm,500,6.6153,5.602
4/11/2018,03:39:56 pm,0,6.6166,5.591
4/11/2018,03:39:56 pm,500,6.6151,5.581
4/11/2018,03:39:57 pm,0,6.6131,5.573
4/11/2018,03:39:57 pm,500,6.6124,5.562
4/11/2018,03:39:58 pm,0,6.6122,5.554
4/11/2018,03:39:58 pm,500,6.6107,5.542
4/11/2018,03:39:59 pm,0,6.6109,5.536
4/11/2018,03:39:59 pm,500,6.6087,5.523
4/11/2018,03:40:00 pm,0,6.6097,5.513
4/11/2018,03:40:00 pm,500,6.6096,5.505
4/11/2018,03:40:01 pm,0,6.6089,5.496
4/11/2018,03:40:01 pm,500,6.6090,5.487
4/11/2018,03:40:02 pm,0,6.6090,5.477
4/11/2018,03:40:02 pm,500,6.6066,5.469
4/11/2018,03:40:03 pm,0,6.6096,5.460
4/11/2018,03:40:03 pm,500,6.6131,5.452
4/11/2018,03:40:04 pm,0,6.6118,5.443
4/11/2018,03:40:04 pm,500,6.6098,5.435
4/11/2018,03:40:05 pm,0,6.6101,5.425
4/11/2018,03:40:05 pm,500,6.6098,5.417
4/11/2018,03:40:06 pm,0,6.6077,5.408
4/11/2018,03:40:06 pm,500,6.6064,5.400
4/11/2018,03:40:07 pm,0,6.6079,5.391
4/11/2018,03:40:07 pm,500,6.6066,5.383
4/11/2018,03:40:08 pm,0,6.6083,5.375
4/11/2018,03:40:08 pm,500,6.6057,5.366
4/11/2018,03:40:09 pm,0,6.6063,5.360
4/11/2018,03:40:09 pm,500,6.6063,5.351
4/11/2018,03:40:10 pm,0,6.6067,5.343
4/11/2018,03:40:10 pm,500,6.6055,5.335
4/11/2018,03:40:11 pm,0,6.6069,5.327
4/11/2018,03:40:11 pm,500,6.6048,5.320
4/11/2018,03:40:12 pm,0,6.6040,5.312
4/11/2018,03:40:12 pm,500,6.6057,5.303
4/11/2018,03:40:13 pm,0,6.6047,5.296
4/11/2018,03:40:13 pm,500,6.6042,5.289
4/11/2018,03:40:14 pm,0,6.6057,5.282
4/11/2018,03:40:14 pm,500,6.6078,5.273
4/11/2018,03:40:15 pm,0,6.5990,5.266
4/11/2018,03:40:15 pm,500,6.6072,5.259
4/11/2018,03:40:16 pm,0,6.6039,5.251
4/11/2018,03:40:16 pm,500,6.6000,5.245
4/11/2018,03:40:17 pm,0,6.6025,5.238
4/11/2018,03:40:17 pm,500,6.6061,5.230
4/11/2018,03:40:18 pm,0,6.6009,5.223
4/11/2018,03:40:18 pm,500,6.6015,5.216
4/11/2018,03:40:19 pm,0,6.6044,5.209
4/11/2018,03:40:19 pm,500,6.6017,5.203
4/11/2018,03:40:20 pm,0,6.6022,5.196
4/11/2018,03:40:20 pm,500,6.6033,5.189
4/11/2018,03:40:21 pm,0,6.6024,5.182
4/11/2018,03:40:21 pm,500,6.6022,5.176
4/11/2018,03:40:22 pm,0,6.6002,5.169
4/11/2018,03:40:22 pm,500,6.5995,5.162
4/11/2018,03:40:23 pm,0,6.6003,5.156
4/11/2018,03:40:23 pm,500,6.5986,5.149
4/11/2018,03:40:24 pm,0,6.5989,5.143
4/11/2018,03:40:24 pm,500,6.6001,5.137
4/11/2018,03:40:25 pm,0,6.5995,5.130
4/11/2018,03:40:25 pm,500,6.5994,5.124
4/11/2018,03:40:26 pm,0,6.5990,5.118
4/11/2018,03:40:26 pm,500,6.5993,5.112
4/11/2018,03:40:27 pm,0,6.5976,5.105
4/11/2018,03:40:27 pm,500,6.5988,5.100
4/11/2018,03:40:28 pm,0,6.5993,5.093
4/11/2018,03:40:28 pm,500,6.5975,5.087
4/11/2018,03:40:29 pm,0,6.5989,5.082
4/11/2018,03:40:29 pm,500,6.5984,5.076
4/11/2018,03:40:30 pm,0,6.5984,5.070
4/11/2018,03:40:30 pm,500,6.5966,5.065
4/11/2018,03:40:31 pm,0,6.5968,5.058
4/11/2018,03:40:31 pm,500,6.5973,5.052
4/11/2018,03:40:32 pm,0,6.5962,5.047
4/11/2018,03:40:32 pm,500,6.5974,5.042
4/11/2018,03:40:33 pm,0,6.5960,5.034
4/11/2018,03:40:33 pm,500,6.5984,5.031
4/11/2018,03:40:34 pm,0,6.5970,5.024
4/11/2018,03:40:34 pm,500,6.5977,5.019
4/11/2018,03:40:35 pm,0,6.5953,5.014
4/11/2018,03:40:35 pm,500,6.5970,5.008
4/11/2018,03:40:36 pm,0,6.5964,5.004
4/11/2018,03:40:36 pm,500,6.5955,4.997
4/11/2018,03:40:37 pm,0,6.5964,4.992
4/11/2018,03:40:37 pm,500,6.5960,4.988
4/11/2018,03:40:38 pm,0,6.5946,4.982
4/11/2018,03:40:38 pm,500,6.5943,4.978
4/11/2018,03:40:39 pm,0,6.5967,4.972
4/11/2018,03:40:39 pm,500,6.5952,4.967
4/11/2018,03:40:40 pm,0,6.5973,4.962
4/11/2018,03:40:40 pm,500,6.5940,4.958
4/11/2018,03:40:41 pm,0,6.5945,4.953
4/11/2018,03:40:41 pm,500,6.5941,4.948
4/11/2018,03:40:42 pm,0,6.5941,4.943
4/11/2018,03:40:42 pm,500,6.5947,4.938
4/11/2018,03:40:43 pm,0,6.5941,4.933
4/11/2018,03:40:43 pm,500,6.5949,4.928
4/11/2018,03:40:44 pm,0,6.5935,4.923
4/11/2018,03:40:44 pm,500,6.5931,4.919
4/11/2018,03:40:45 pm,0,6.5938,4.915
4/11/2018,03:40:45 pm,500,6.5923,4.909
4/11/2018,03:40:46 pm,0,6.5935,4.905
4/11/2018,03:40:46 pm,500,6.5943,4.901
4/11/2018,03:40:47 pm,0,6.5951,4.896
4/11/2018,03:40:47 pm,500,6.5945,4.892
4/11/2018,03:40:48 pm,0,6.5952,4.888
4/11/2018,03:40:48 pm,500,6.5945,4.883
4/11/2018,03:40:49 pm,0,6.5931,4.879
4/11/2018,03:40:49 pm,500,6.5911,4.875
4/11/2018,03:40:50 pm,0,6.5940,4.870
4/11/2018,03:40:50 pm,500,6.5940,4.865
4/11/2018,03:40:51 pm,0,6.5933,4.860
4/11/2018,03:40:51 pm,500,6.5907,4.857
4/11/2018,03:40:52 pm,0,6.5907,4.853
4/11/2018,03:40:52 pm,500,6.5919,4.849
4/11/2018,03:40:53 pm,0,6.5920,4.845
4/11/2018,03:40:53 pm,500,6.5931,4.841
4/11/2018,03:40:54 pm,0,6.5892,4.836
4/11/2018,03:40:54 pm,500,6.5910,4.833
4/11/2018,03:40:55 pm,0,6.5896,4.829
4/11/2018,03:40:55 pm,500,6.5902,4.825
4/11/2018,03:40:56 pm,0,6.5901,4.820
4/11/2018,03:40:56 pm,500,6.5918,4.817
4/11/2018,03:40:57 pm,0,6.5919,4.813
4/11/2018,03:40:57 pm,500,6.5905,4.809
4/11/2018,03:40:58 pm,0,6.5910,4.805
4/11/2018,03:40:58 pm,500,6.5912,4.802
4/11/2018,03:40:59 pm,0,6.5912,4.797
4/11/2018,03:40:59 pm,500,6.5916,4.794
4/11/2018,03:41:00 pm,0,6.5904,4.790
4/11/2018,03:41:00 pm,500,6.5911,4.786
4/11/2018,03:41:01 pm,0,6.5902,4.783
4/11/2018,03:41:01 pm,500,6.5914,4.779
4/11/2018,03:41:02 pm,0,7.2161,4.776
4/11/2018,03:41:02 pm,500,6.9486,4.772
4/11/2018,03:41:03 pm,0,7.0405,4.768
4/11/2018,03:41:03 pm,500,6.9199,4.765
4/11/2018,03:41:04 pm,0,6.8436,4.762
4/11/2018,03:41:04 pm,500,6.6342,4.758
4/11/2018,03:41:05 pm,0,6.7039,4.754
4/11/2018,03:41:05 pm,500,6.7134,4.751
4/11/2018,03:41:06 pm,0,6.7155,4.747
4/11/2018,03:41:06 pm,500,6.7137,4.744
4/11/2018,03:41:07 pm,0,6.7137,4.741
4/11/2018,03:41:07 pm,500,6.7071,4.737
4/11/2018,03:41:08 pm,0,6.7085,4.735
4/11/2018,03:41:08 pm,500,6.6978,4.731
4/11/2018,03:41:09 pm,0,6.7012,4.729
4/11/2018,03:41:09 pm,500,6.7108,4.725
4/11/2018,03:41:10 pm,0,6.7004,4.721
4/11/2018,03:41:10 pm,500,6.6981,4.719
4/11/2018,03:41:11 pm,0,6.6970,4.715
4/11/2018,03:41:11 pm,500,6.6977,4.711
4/11/2018,03:41:12 pm,0,6.6955,4.708
4/11/2018,03:41:12 pm,500,6.6920,4.704
4/11/2018,03:41:13 pm,0,6.6929,4.703
4/11/2018,03:41:13 pm,500,6.6929,4.699
4/11/2018,03:41:14 pm,0,6.6914,4.696
4/11/2018,03:41:14 pm,500,6.6882,4.694
4/11/2018,03:41:15 pm,0,6.6867,4.690
